Recon ID,Transaction ID,Recon Date,Status,Issue Type,Amount Difference (INR),FX Rate Variance (%),Days to Resolve,Resolution Date
RECON002848,HDFC2026499841,2024-04-14,Unmatched,Amount Mismatch,-3712.0,-0.8822215250644078,7,2024-04-21
RECON002849,HDFC2026482561,2024-04-14,Matched,None,0.0,0.0,0,2024-04-14 00:00:00
RECON002850,HDFC2026805875,2024-04-14,Matched,None,0.0,0.0,0,2024-04-14 00:00:00
RECON002851,HDFC2026264725,2024-04-14,Matched,None,0.0,0.0,0,2024-04-14 00:00:00
RECON002852,HDFC2026554982,2024-04-14,Unmatched,FX Rate Discrepancy,0.0,-0.56,9,2024-04-23
RECON002853,HDFC2026851386,2024-04-14,Matched,None,0.0,0.0,0,2024-04-14 00:00:00
RECON002854,HDFC2026104091,2024-04-14,Matched,None,0.0,0.0,0,2024-04-14 00:00:00
RECON002855,HDFC2026139566,2024-04-14,Unmatched,Amount Mismatch,-3826.0,-2.622685613616578,13,2024-04-27
RECON002856,HDFC2026645528,2024-04-14,Matched,None,0.0,0.0,0,2024-04-14 00:00:00
RECON002857,HDFC2026661936,2024-04-14,Matched,None,0.0,0.0,0,2024-04-14 00:00:00
RECON002858,HDFC2026654183,2024-04-14,Matched,None,0.0,0.0,0,2024-04-14 00:00:00
RECON002859,HDFC2026266258,2024-04-14,Matched,None,0.0,0.0,0,2024-04-14 00:00:00
RECON002860,HDFC2026150392,2024-04-14,Unmatched,Missing Settlement,542333.0,100.0,3,2024-04-17
RECON002861,HDFC2026459612,2024-04-14,Matched,None,0.0,0.0,0,2024-04-14 00:00:00
RECON002862,HDFC2026718350,2024-04-15,Matched,None,0.0,0.0,0,2024-04-15 00:00:00
RECON002863,HDFC2026273699,2024-04-15,Duplicate,Duplicate Transaction,0.0,0.0,13,2024-04-28
RECON002864,HDFC2026350017,2024-04-15,Matched,None,0.0,0.0,0,2024-04-15 00:00:00
RECON002865,HDFC2026577565,2024-04-15,Matched,None,0.0,0.0,0,2024-04-15 00:00:00
RECON002866,HDFC2026786341,2024-04-15,Matched,None,0.0,0.0,0,2024-04-15 00:00:00
RECON002867,HDFC2026225696,2024-04-15,Matched,None,0.0,0.0,0,2024-04-15 00:00:00
RECON002868,HDFC2026955908,2024-04-15,Matched,None,0.0,0.0,0,2024-04-15 00:00:00
RECON002869,HDFC2026801062,2024-04-15,Matched,None,0.0,0.0,0,2024-04-15 00:00:00
RECON002870,HDFC2026291428,2024-04-15,Matched,None,0.0,0.0,0,2024-04-15 00:00:00
RECON002871,HDFC2026515999,2024-04-15,Matched,None,0.0,0.0,0,2024-04-15 00:00:00
RECON002872,HDFC2026644399,2024-04-15,Matched,None,0.0,0.0,0,2024-04-15 00:00:00
RECON002873,HDFC2026727779,2024-04-15,Unmatched,FX Rate Discrepancy,0.0,1.98,6,2024-04-21
RECON002874,HDFC2026308286,2024-04-15,Matched,None,0.0,0.0,0,2024-04-15 00:00:00
RECON002875,HDFC2026953047,2024-04-15,Matched,None,0.0,0.0,0,2024-04-15 00:00:00
RECON002876,HDFC2026735778,2024-04-15,Matched,None,0.0,0.0,0,2024-04-15 00:00:00
RECON002877,HDFC2026882564,2024-04-15,Unmatched,Missing Settlement,204264.0,100.0,14,2024-04-29
RECON002878,HDFC2026913413,2024-04-15,Matched,None,0.0,0.0,0,2024-04-15 00:00:00
RECON002879,HDFC2026593386,2024-04-15,Matched,None,0.0,0.0,0,2024-04-15 00:00:00
RECON002880,HDFC2026660464,2024-04-15,Matched,None,0.0,0.0,0,2024-04-15 00:00:00
RECON002881,HDFC2026662050,2024-04-15,Matched,None,0.0,0.0,0,2024-04-15 00:00:00
RECON002882,HDFC2026577450,2024-04-15,Matched,None,0.0,0.0,0,2024-04-15 00:00:00
RECON002883,HDFC2026436693,2024-04-15,Matched,None,0.0,0.0,0,2024-04-15 00:00:00
RECON002884,HDFC2026693205,2024-04-15,Matched,None,0.0,0.0,0,2024-04-15 00:00:00
RECON002885,HDFC2026775156,2024-04-15,Matched,None,0.0,0.0,0,2024-04-15 00:00:00
RECON002886,HDFC2026266674,2024-04-15,Matched,None,0.0,0.0,0,2024-04-15 00:00:00
RECON002887,HDFC2026976572,2024-04-16,Unmatched,Missing Settlement,50000.0,100.0,7,2024-04-23
RECON002888,HDFC2026368492,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002889,HDFC2026299372,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002890,HDFC2026156886,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002891,HDFC2026632626,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002892,HDFC2026917209,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002893,HDFC2026576836,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002894,HDFC2026899787,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002895,HDFC2026831651,2024-04-16,Unmatched,Amount Mismatch,3508.0,1.4317315462537445,1,2024-04-17
RECON002896,HDFC2026166009,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002897,HDFC2026783399,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002898,HDFC2026592435,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002899,HDFC2026228015,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002900,HDFC2026833880,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002901,HDFC2026454688,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002902,HDFC2026471491,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002903,HDFC2026892621,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002904,HDFC2026429329,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002905,HDFC2026828909,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002906,HDFC2026192231,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002907,HDFC2026256291,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002908,HDFC2026890953,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002909,HDFC2026662361,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002910,HDFC2026791582,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002911,HDFC2026194180,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002912,HDFC2026293807,2024-04-16,Unmatched,FX Rate Discrepancy,0.0,-0.15,6,2024-04-22
RECON002913,HDFC2026873291,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002914,HDFC2026713627,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002915,HDFC2026729648,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002916,HDFC2026962200,2024-04-16,Matched,None,0.0,0.0,0,2024-04-16 00:00:00
RECON002917,HDFC2026396155,2024-04-16,Unmatched,Amount Mismatch,-2397.0,-0.8620813672459432,9,2024-04-25
RECON002918,HDFC2026733469,2024-04-17,Unmatched,Amount Mismatch,-347.0,-0.046730859874755906,9,2024-04-26
RECON002919,HDFC2026634862,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002920,HDFC2026133930,2024-04-17,Unmatched,FX Rate Discrepancy,0.0,0.47,8,2024-04-25
RECON002921,HDFC2026419491,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002922,HDFC2026389782,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002923,HDFC2026176384,2024-04-17,Unmatched,FX Rate Discrepancy,0.0,1.68,11,2024-04-28
RECON002924,HDFC2026466227,2024-04-17,Duplicate,Duplicate Transaction,0.0,0.0,13,2024-04-30
RECON002925,HDFC2026578200,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002926,HDFC2026217713,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002927,HDFC2026270795,2024-04-17,Unmatched,FX Rate Discrepancy,0.0,0.09,9,2024-04-26
RECON002928,HDFC2026739135,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002929,HDFC2026905882,2024-04-17,Unmatched,Missing Settlement,475318.0,100.0,11,2024-04-28
RECON002930,HDFC2026545002,2024-04-17,Unmatched,Amount Mismatch,-3311.0,-6.622,15,2024-05-02
RECON002931,HDFC2026843556,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002932,HDFC2026580354,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002933,HDFC2026643842,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002934,HDFC2026371662,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002935,HDFC2026401898,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002936,HDFC2026488006,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002937,HDFC2026306228,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002938,HDFC2026426790,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002939,HDFC2026948863,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002940,HDFC2026650131,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002941,HDFC2026411870,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002942,HDFC2026555180,2024-04-17,Unmatched,FX Rate Discrepancy,0.0,-1.97,3,2024-04-20
RECON002943,HDFC2026885327,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002944,HDFC2026291905,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002945,HDFC2026128117,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002946,HDFC2026144714,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002947,HDFC2026628487,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002948,HDFC2026885100,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002949,HDFC2026302769,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002950,HDFC2026660341,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002951,HDFC2026236553,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002952,HDFC2026671612,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002953,HDFC2026111978,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002954,HDFC2026769883,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002955,HDFC2026572930,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002956,HDFC2026454820,2024-04-17,Matched,None,0.0,0.0,0,2024-04-17 00:00:00
RECON002957,HDFC2026669966,2024-04-18,Matched,None,0.0,0.0,0,2024-04-18 00:00:00
RECON002958,HDFC2026820216,2024-04-18,Matched,None,0.0,0.0,0,2024-04-18 00:00:00
RECON002959,HDFC2026146397,2024-04-18,Matched,None,0.0,0.0,0,2024-04-18 00:00:00
RECON002960,HDFC2026341981,2024-04-18,Matched,None,0.0,0.0,0,2024-04-18 00:00:00
RECON002961,HDFC2026613249,2024-04-18,Matched,None,0.0,0.0,0,2024-04-18 00:00:00
RECON002962,HDFC2026340927,2024-04-18,Matched,None,0.0,0.0,0,2024-04-18 00:00:00
RECON002963,HDFC2026630637,2024-04-18,Matched,None,0.0,0.0,0,2024-04-18 00:00:00
RECON002964,HDFC2026635678,2024-04-18,Matched,None,0.0,0.0,0,2024-04-18 00:00:00
RECON002965,HDFC2026616098,2024-04-18,Unmatched,Amount Mismatch,-4136.0,-0.6356710433089321,7,2024-04-25
RECON002966,HDFC2026343694,2024-04-18,Matched,None,0.0,0.0,0,2024-04-18 00:00:00
RECON002967,HDFC2026823098,2024-04-18,Matched,None,0.0,0.0,0,2024-04-18 00:00:00
RECON002968,HDFC2026607906,2024-04-18,Matched,None,0.0,0.0,0,2024-04-18 00:00:00
RECON002969,HDFC2026625902,2024-04-18,Matched,None,0.0,0.0,0,2024-04-18 00:00:00
RECON002970,HDFC2026201546,2024-04-18,Matched,None,0.0,0.0,0,2024-04-18 00:00:00
RECON002971,HDFC2026937800,2024-04-18,Matched,None,0.0,0.0,0,2024-04-18 00:00:00
RECON002972,HDFC2026928803,2024-04-18,Matched,None,0.0,0.0,0,2024-04-18 00:00:00
RECON002973,HDFC2026189472,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON002974,HDFC2026440050,2024-04-19,Unmatched,Missing Settlement,105481.0,100.0,2,2024-04-21
RECON002975,HDFC2026799343,2024-04-19,Unmatched,Amount Mismatch,-3777.0,-0.941836543856368,6,2024-04-25
RECON002976,HDFC2026683334,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON002977,HDFC2026796652,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON002978,HDFC2026530608,2024-04-19,Unmatched,Amount Mismatch,3507.0,0.7684301631298136,10,2024-04-29
RECON002979,HDFC2026800258,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON002980,HDFC2026343950,2024-04-19,Unmatched,FX Rate Discrepancy,0.0,-0.14,7,2024-04-26
RECON002981,HDFC2026869020,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON002982,HDFC2026604740,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON002983,HDFC2026650269,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON002984,HDFC2026631640,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON002985,HDFC2026283662,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON002986,HDFC2026471136,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON002987,HDFC2026240995,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON002988,HDFC2026584903,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON002989,HDFC2026967008,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON002990,HDFC2026127584,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON002991,HDFC2026247266,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON002992,HDFC2026899946,2024-04-19,Duplicate,Duplicate Transaction,0.0,0.0,2,2024-04-21
RECON002993,HDFC2026510756,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON002994,HDFC2026573888,2024-04-19,Unmatched,Missing Settlement,1025417.0,100.0,5,2024-04-24
RECON002995,HDFC2026427017,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON002996,HDFC2026368239,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON002997,HDFC2026677974,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON002998,HDFC2026769650,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON002999,HDFC2026402727,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON003000,HDFC2026263723,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON003001,HDFC2026771315,2024-04-19,Matched,None,0.0,0.0,0,2024-04-19 00:00:00
RECON003002,HDFC2026597268,2024-04-20,Matched,None,0.0,0.0,0,2024-04-20 00:00:00
RECON003003,HDFC2026851989,2024-04-20,Matched,None,0.0,0.0,0,2024-04-20 00:00:00
RECON003004,HDFC2026916556,2024-04-20,Matched,None,0.0,0.0,0,2024-04-20 00:00:00
RECON003005,HDFC2026913577,2024-04-20,Matched,None,0.0,0.0,0,2024-04-20 00:00:00
RECON003006,HDFC2026127604,2024-04-20,Matched,None,0.0,0.0,0,2024-04-20 00:00:00
RECON003007,HDFC2026683859,2024-04-20,Matched,None,0.0,0.0,0,2024-04-20 00:00:00
RECON003008,HDFC2026959870,2024-04-20,Matched,None,0.0,0.0,0,2024-04-20 00:00:00
RECON003009,HDFC2026306230,2024-04-20,Matched,None,0.0,0.0,0,2024-04-20 00:00:00
RECON003010,HDFC2026750173,2024-04-20,Matched,None,0.0,0.0,0,2024-04-20 00:00:00
RECON003011,HDFC2026760529,2024-04-20,Matched,None,0.0,0.0,0,2024-04-20 00:00:00
RECON003012,HDFC2026456585,2024-04-20,Matched,None,0.0,0.0,0,2024-04-20 00:00:00
RECON003013,HDFC2026111899,2024-04-20,Unmatched,Amount Mismatch,-1607.0,-0.6659345668524542,6,2024-04-26
RECON003014,HDFC2026162505,2024-04-20,Matched,None,0.0,0.0,0,2024-04-20 00:00:00
RECON003015,HDFC2026106226,2024-04-20,Matched,None,0.0,0.0,0,2024-04-20 00:00:00
RECON003016,HDFC2026446979,2024-04-20,Matched,None,0.0,0.0,0,2024-04-20 00:00:00
RECON003017,HDFC2026385104,2024-04-20,Matched,None,0.0,0.0,0,2024-04-20 00:00:00
RECON003018,HDFC2026290999,2024-04-20,Matched,None,0.0,0.0,0,2024-04-20 00:00:00
RECON003019,HDFC2026368398,2024-04-20,Matched,None,0.0,0.0,0,2024-04-20 00:00:00
RECON003020,HDFC2026753419,2024-04-20,Matched,None,0.0,0.0,0,2024-04-20 00:00:00
RECON003021,HDFC2026187863,2024-04-20,Matched,None,0.0,0.0,0,2024-04-20 00:00:00
RECON003022,HDFC2026300845,2024-04-20,Matched,None,0.0,0.0,0,2024-04-20 00:00:00
RECON003023,HDFC2026593161,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003024,HDFC2026655589,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003025,HDFC2026597008,2024-04-21,Duplicate,Duplicate Transaction,0.0,0.0,15,2024-05-06
RECON003026,HDFC2026608917,2024-04-21,Unmatched,Amount Mismatch,4277.0,2.2966101239858023,13,2024-05-04
RECON003027,HDFC2026232320,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003028,HDFC2026359669,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003029,HDFC2026654527,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003030,HDFC2026508537,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003031,HDFC2026898346,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003032,HDFC2026319955,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003033,HDFC2026247144,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003034,HDFC2026125284,2024-04-21,Unmatched,Amount Mismatch,214.0,0.1469134446397188,5,2024-04-26
RECON003035,HDFC2026194930,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003036,HDFC2026862861,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003037,HDFC2026370756,2024-04-21,Unmatched,Amount Mismatch,2421.0,0.6394121950510923,7,2024-04-28
RECON003038,HDFC2026560954,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003039,HDFC2026963828,2024-04-21,Unmatched,Missing Settlement,135321.0,100.0,13,2024-05-04
RECON003040,HDFC2026906605,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003041,HDFC2026154292,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003042,HDFC2026672892,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003043,HDFC2026432746,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003044,HDFC2026652874,2024-04-21,Unmatched,Amount Mismatch,3929.0,1.7553029896888794,13,2024-05-04
RECON003045,HDFC2026564155,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003046,HDFC2026591548,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003047,HDFC2026192476,2024-04-21,Unmatched,Amount Mismatch,176.0,0.12162759840778417,10,2024-05-01
RECON003048,HDFC2026851468,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003049,HDFC2026357957,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003050,HDFC2026802566,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003051,HDFC2026564412,2024-04-21,Unmatched,Amount Mismatch,2759.0,3.059538463244508,15,2024-05-06
RECON003052,HDFC2026717327,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003053,HDFC2026445083,2024-04-21,Matched,None,0.0,0.0,0,2024-04-21 00:00:00
RECON003054,HDFC2026709800,2024-04-22,Duplicate,Duplicate Transaction,0.0,0.0,15,2024-05-07
RECON003055,HDFC2026216060,2024-04-22,Matched,None,0.0,0.0,0,2024-04-22 00:00:00
RECON003056,HDFC2026848428,2024-04-22,Matched,None,0.0,0.0,0,2024-04-22 00:00:00
RECON003057,HDFC2026817537,2024-04-22,Duplicate,Duplicate Transaction,0.0,0.0,2,2024-04-24
RECON003058,HDFC2026702848,2024-04-22,Matched,None,0.0,0.0,0,2024-04-22 00:00:00
RECON003059,HDFC2026192545,2024-04-22,Matched,None,0.0,0.0,0,2024-04-22 00:00:00
RECON003060,HDFC2026241663,2024-04-22,Unmatched,Missing Settlement,313726.0,100.0,9,2024-05-01
RECON003061,HDFC2026815051,2024-04-22,Matched,None,0.0,0.0,0,2024-04-22 00:00:00
RECON003062,HDFC2026694499,2024-04-22,Unmatched,Missing Settlement,54134.0,100.0,3,2024-04-25
RECON003063,HDFC2026822800,2024-04-22,Matched,None,0.0,0.0,0,2024-04-22 00:00:00
RECON003064,HDFC2026921187,2024-04-22,Matched,None,0.0,0.0,0,2024-04-22 00:00:00
RECON003065,HDFC2026534199,2024-04-22,Matched,None,0.0,0.0,0,2024-04-22 00:00:00
RECON003066,HDFC2026340873,2024-04-22,Unmatched,Missing Settlement,421239.0,100.0,12,2024-05-04
RECON003067,HDFC2026667577,2024-04-22,Matched,None,0.0,0.0,0,2024-04-22 00:00:00
RECON003068,HDFC2026670323,2024-04-22,Matched,None,0.0,0.0,0,2024-04-22 00:00:00
RECON003069,HDFC2026977885,2024-04-22,Matched,None,0.0,0.0,0,2024-04-22 00:00:00
RECON003070,HDFC2026609089,2024-04-22,Matched,None,0.0,0.0,0,2024-04-22 00:00:00
RECON003071,HDFC2026839601,2024-04-22,Matched,None,0.0,0.0,0,2024-04-22 00:00:00
RECON003072,HDFC2026971105,2024-04-22,Matched,None,0.0,0.0,0,2024-04-22 00:00:00
RECON003073,HDFC2026559050,2024-04-22,Unmatched,Missing Settlement,415896.0,100.0,11,2024-05-03
RECON003074,HDFC2026426595,2024-04-22,Matched,None,0.0,0.0,0,2024-04-22 00:00:00
RECON003075,HDFC2026284460,2024-04-22,Matched,None,0.0,0.0,0,2024-04-22 00:00:00
RECON003076,HDFC2026823237,2024-04-22,Matched,None,0.0,0.0,0,2024-04-22 00:00:00
RECON003077,HDFC2026253929,2024-04-22,Matched,None,0.0,0.0,0,2024-04-22 00:00:00
RECON003078,HDFC2026920813,2024-04-22,Matched,None,0.0,0.0,0,2024-04-22 00:00:00
RECON003079,HDFC2026649113,2024-04-22,Matched,None,0.0,0.0,0,2024-04-22 00:00:00
RECON003080,HDFC2026491918,2024-04-22,Matched,None,0.0,0.0,0,2024-04-22 00:00:00
RECON003081,HDFC2026144224,2024-04-22,Matched,None,0.0,0.0,0,2024-04-22 00:00:00
RECON003082,HDFC2026227678,2024-04-23,Matched,None,0.0,0.0,0,2024-04-23 00:00:00
RECON003083,HDFC2026998746,2024-04-23,Matched,None,0.0,0.0,0,2024-04-23 00:00:00
RECON003084,HDFC2026352367,2024-04-23,Matched,None,0.0,0.0,0,2024-04-23 00:00:00
RECON003085,HDFC2026726984,2024-04-23,Matched,None,0.0,0.0,0,2024-04-23 00:00:00
RECON003086,HDFC2026795545,2024-04-23,Matched,None,0.0,0.0,0,2024-04-23 00:00:00
RECON003087,HDFC2026486189,2024-04-23,Matched,None,0.0,0.0,0,2024-04-23 00:00:00
RECON003088,HDFC2026593554,2024-04-23,Unmatched,Amount Mismatch,3370.0,0.9324099615692156,7,2024-04-30
RECON003089,HDFC2026495476,2024-04-23,Unmatched,Missing Settlement,672650.0,100.0,7,2024-04-30
RECON003090,HDFC2026206315,2024-04-23,Matched,None,0.0,0.0,0,2024-04-23 00:00:00
RECON003091,HDFC2026597778,2024-04-23,Matched,None,0.0,0.0,0,2024-04-23 00:00:00
RECON003092,HDFC2026639588,2024-04-23,Matched,None,0.0,0.0,0,2024-04-23 00:00:00
RECON003093,HDFC2026636838,2024-04-23,Matched,None,0.0,0.0,0,2024-04-23 00:00:00
RECON003094,HDFC2026118873,2024-04-23,Matched,None,0.0,0.0,0,2024-04-23 00:00:00
RECON003095,HDFC2026739717,2024-04-23,Matched,None,0.0,0.0,0,2024-04-23 00:00:00
RECON003096,HDFC2026659380,2024-04-23,Matched,None,0.0,0.0,0,2024-04-23 00:00:00
RECON003097,HDFC2026470719,2024-04-23,Matched,None,0.0,0.0,0,2024-04-23 00:00:00
RECON003098,HDFC2026142338,2024-04-23,Matched,None,0.0,0.0,0,2024-04-23 00:00:00
RECON003099,HDFC2026128648,2024-04-23,Matched,None,0.0,0.0,0,2024-04-23 00:00:00
RECON003100,HDFC2026720672,2024-04-23,Matched,None,0.0,0.0,0,2024-04-23 00:00:00
RECON003101,HDFC2026127200,2024-04-23,Matched,None,0.0,0.0,0,2024-04-23 00:00:00
RECON003102,HDFC2026329465,2024-04-23,Unmatched,Missing Settlement,245533.0,100.0,3,2024-04-26
RECON003103,HDFC2026881534,2024-04-23,Matched,None,0.0,0.0,0,2024-04-23 00:00:00
RECON003104,HDFC2026979579,2024-04-23,Matched,None,0.0,0.0,0,2024-04-23 00:00:00
RECON003105,HDFC2026409225,2024-04-23,Matched,None,0.0,0.0,0,2024-04-23 00:00:00
RECON003106,HDFC2026556718,2024-04-24,Matched,None,0.0,0.0,0,2024-04-24 00:00:00
RECON003107,HDFC2026769915,2024-04-24,Matched,None,0.0,0.0,0,2024-04-24 00:00:00
RECON003108,HDFC2026291036,2024-04-24,Matched,None,0.0,0.0,0,2024-04-24 00:00:00
RECON003109,HDFC2026817292,2024-04-24,Matched,None,0.0,0.0,0,2024-04-24 00:00:00
RECON003110,HDFC2026253201,2024-04-24,Matched,None,0.0,0.0,0,2024-04-24 00:00:00
RECON003111,HDFC2026249115,2024-04-24,Unmatched,FX Rate Discrepancy,0.0,0.97,13,2024-05-07
RECON003112,HDFC2026444608,2024-04-24,Matched,None,0.0,0.0,0,2024-04-24 00:00:00
RECON003113,HDFC2026829274,2024-04-24,Matched,None,0.0,0.0,0,2024-04-24 00:00:00
RECON003114,HDFC2026998632,2024-04-24,Matched,None,0.0,0.0,0,2024-04-24 00:00:00
