Transaction ID,Date,Time,Customer ID,Direction,Corridor,From Currency,To Currency,INR Amount,Foreign Amount,FX Rate,Value Date,Status,Processing Time (Hours),Exception Flag,Exception Reason,Channel,SLA Breach
HDFC2026686331,2024-02-12,10:39:00,CUST821391,Outward,Malaysia,INR,MYR,123677.0,6952.05,17.79,2024-02-13,Completed,113,No,None,NEFT,No
HDFC2026605714,2024-02-12,19:53:00,CUST786816,Outward,USA,INR,USD,249918.0,3049.27,81.96,2024-02-14,Completed,106,No,None,Online,No
HDFC2026807958,2024-02-13,21:51:00,CUST964077,Inward,UAE,AED,INR,119560.0,5205.05,22.97,2024-02-14,Completed,31,No,None,NEFT,No
HDFC2026403642,2024-02-13,18:45:00,CUST676414,Inward,UAE,AED,INR,169044.0,7305.27,23.14,2024-02-15,Completed,113,No,None,Online,No
HDFC2026218303,2024-02-13,18:36:00,CUST592854,Outward,Australia,INR,AUD,236487.0,4319.4,54.75,2024-02-14,Completed,69,No,None,Branch,No
HDFC2026506936,2024-02-13,03:48:00,CUST509185,Inward,USA,USD,INR,208100.0,2465.64,84.4,2024-02-14,Completed,93,No,None,NEFT,No
HDFC2026992127,2024-02-13,15:08:00,CUST583792,Inward,UAE,AED,INR,439454.0,19215.3,22.87,2024-02-14,Completed,61,No,None,SWIFT,No
HDFC2026329993,2024-02-13,09:57:00,CUST693465,Outward,USA,INR,USD,256582.0,3102.19,82.71,2024-02-15,Completed,33,No,None,SWIFT,No
HDFC2026901183,2024-02-13,00:42:00,CUST751687,Outward,Singapore,INR,SGD,62258.0,1018.45,61.13,2024-02-14,Completed,95,No,None,SWIFT,No
HDFC2026704745,2024-02-13,03:25:00,CUST818926,Outward,Singapore,INR,SGD,453327.0,7367.58,61.53,2024-02-15,On-hold,52,No,None,SWIFT,No
HDFC2026553114,2024-02-13,11:36:00,CUST760130,Inward,USA,USD,INR,726662.0,8833.72,82.26,2024-02-15,Completed,30,No,None,SWIFT,No
HDFC2026985778,2024-02-13,07:47:00,CUST653166,Outward,Australia,INR,AUD,333149.0,6131.95,54.33,2024-02-14,Completed,61,No,None,Online,No
HDFC2026604326,2024-02-13,12:03:00,CUST357120,Inward,Thailand,THB,INR,91378.0,39218.03,2.33,2024-02-15,Completed,110,No,None,NEFT,No
HDFC2026690798,2024-02-13,09:38:00,CUST522816,Inward,UAE,AED,INR,172112.0,7538.85,22.83,2024-02-15,Completed,34,No,None,SWIFT,No
HDFC2026853759,2024-02-13,13:27:00,CUST719511,Inward,USA,USD,INR,634072.0,7677.35,82.59,2024-02-14,Completed,40,No,None,NEFT,No
HDFC2026861142,2024-02-13,13:54:00,CUST469149,Inward,UAE,AED,INR,313817.0,13638.29,23.01,2024-02-14,Failed,5,No,None,SWIFT,No
HDFC2026721314,2024-02-13,22:04:00,CUST419723,Inward,USA,USD,INR,387964.0,4708.3,82.4,2024-02-15,Completed,92,No,None,NEFT,No
HDFC2026930844,2024-02-13,20:34:00,CUST568677,Inward,Australia,AUD,INR,380180.0,6918.65,54.95,2024-02-14,Failed,20,No,None,SWIFT,No
HDFC2026580728,2024-02-13,18:06:00,CUST629979,Inward,Singapore,SGD,INR,135771.0,2162.3,62.79,2024-02-14,Completed,33,No,None,SWIFT,No
HDFC2026894541,2024-02-13,03:47:00,CUST157187,Inward,USA,USD,INR,615190.0,7332.42,83.9,2024-02-15,Completed,42,No,None,SWIFT,No
HDFC2026906289,2024-02-13,17:06:00,CUST988072,Outward,UAE,INR,AED,100548.0,4398.43,22.86,2024-02-15,Completed,60,No,None,Branch,No
HDFC2026556628,2024-02-13,04:17:00,CUST461712,Inward,Canada,CAD,INR,163129.0,2721.08,59.95,2024-02-14,Completed,109,No,None,SWIFT,No
HDFC2026970173,2024-02-13,23:38:00,CUST798519,Outward,USA,INR,USD,463031.0,5638.47,82.12,2024-02-15,Completed,108,No,None,SWIFT,No
HDFC2026278450,2024-02-13,18:55:00,CUST221784,Outward,UAE,INR,AED,249354.0,11161.77,22.34,2024-02-15,Completed,60,No,None,SWIFT,No
HDFC2026859966,2024-02-13,10:08:00,CUST911052,Outward,Australia,INR,AUD,642471.0,11726.06,54.79,2024-02-15,Completed,70,No,None,SWIFT,No
HDFC2026446995,2024-02-13,06:28:00,CUST205184,Inward,UK,GBP,INR,323956.0,3059.65,105.88,2024-02-14,Completed,99,No,None,NEFT,No
HDFC2026778712,2024-02-13,09:22:00,CUST573813,Outward,USA,INR,USD,140537.0,1682.47,83.53,2024-02-15,Completed,120,No,None,SWIFT,No
HDFC2026849014,2024-02-13,16:41:00,CUST280941,Inward,USA,USD,INR,309716.0,3678.77,84.19,2024-02-14,Completed,80,No,None,SWIFT,No
HDFC2026283800,2024-02-13,20:32:00,CUST806881,Inward,Singapore,SGD,INR,135731.0,2179.72,62.27,2024-02-15,Completed,26,No,None,NEFT,No
HDFC2026204568,2024-02-13,22:14:00,CUST761770,Outward,USA,INR,USD,140002.0,1695.35,82.58,2024-02-14,Pending,11,No,None,SWIFT,No
HDFC2026682247,2024-02-13,22:57:00,CUST621182,Inward,USA,USD,INR,898385.0,10624.23,84.56,2024-02-14,Completed,85,No,None,SWIFT,No
HDFC2026492951,2024-02-13,17:10:00,CUST609628,Inward,UAE,AED,INR,107540.0,4704.29,22.86,2024-02-15,Completed,89,No,None,NEFT,No
HDFC2026917018,2024-02-13,23:57:00,CUST686716,Outward,USA,INR,USD,265291.0,3117.4,85.1,2024-02-15,Completed,97,No,None,Branch,No
HDFC2026376427,2024-02-14,00:27:00,CUST486551,Outward,USA,INR,USD,723038.0,8547.56,84.59,2024-02-16,Completed,41,No,None,SWIFT,No
HDFC2026547891,2024-02-14,21:39:00,CUST750630,Outward,Singapore,INR,SGD,344792.0,5512.26,62.55,2024-02-15,Completed,97,No,None,SWIFT,No
HDFC2026895921,2024-02-14,15:16:00,CUST670147,Inward,USA,USD,INR,128071.0,1549.56,82.65,2024-02-15,Pending,46,No,None,Branch,No
HDFC2026781431,2024-02-14,01:21:00,CUST993884,Outward,UAE,INR,AED,222742.0,9860.2,22.59,2024-02-15,Completed,110,No,None,SWIFT,No
HDFC2026730396,2024-02-14,13:11:00,CUST793311,Outward,USA,INR,USD,143646.0,1707.83,84.11,2024-02-15,Completed,85,No,None,SWIFT,No
HDFC2026727527,2024-02-14,03:33:00,CUST499731,Inward,USA,USD,INR,282647.0,3354.06,84.27,2024-02-15,Completed,87,No,None,SWIFT,No
HDFC2026723544,2024-02-14,14:27:00,CUST384042,Inward,Malaysia,MYR,INR,570547.0,32071.22,17.79,2024-02-15,Completed,78,No,None,Branch,No
HDFC2026264442,2024-02-14,20:46:00,CUST908341,Inward,Malaysia,MYR,INR,182194.0,10611.18,17.17,2024-02-16,Completed,44,No,None,SWIFT,No
HDFC2026509219,2024-02-14,15:25:00,CUST492552,Outward,USA,INR,USD,65349.0,793.36,82.37,2024-02-16,Completed,109,No,None,NEFT,No
HDFC2026986944,2024-02-14,21:20:00,CUST970795,Inward,USA,USD,INR,100571.0,1182.49,85.05,2024-02-15,Pending,47,No,None,SWIFT,No
HDFC2026198195,2024-02-14,18:14:00,CUST500893,Outward,USA,INR,USD,158228.0,1880.31,84.15,2024-02-15,Completed,77,No,None,Branch,No
HDFC2026749326,2024-02-14,22:45:00,CUST313716,Inward,USA,USD,INR,237153.0,2785.12,85.15,2024-02-16,Completed,29,No,None,SWIFT,No
HDFC2026579901,2024-02-14,01:34:00,CUST872939,Inward,Thailand,THB,INR,82996.0,35929.0,2.31,2024-02-16,Completed,70,No,None,SWIFT,No
HDFC2026504107,2024-02-14,17:12:00,CUST250343,Outward,UAE,INR,AED,251338.0,11101.5,22.64,2024-02-15,Completed,43,No,None,NEFT,No
HDFC2026940668,2024-02-14,08:09:00,CUST815354,Inward,UAE,AED,INR,116228.0,5057.79,22.98,2024-02-15,Completed,60,No,None,NEFT,No
HDFC2026905232,2024-02-14,07:57:00,CUST801547,Outward,UK,INR,GBP,50000.0,467.81,106.88,2024-02-15,Failed,23,No,None,SWIFT,No
HDFC2026291366,2024-02-14,05:20:00,CUST719864,Outward,Malaysia,INR,MYR,386851.0,22543.76,17.16,2024-02-15,Completed,45,No,None,SWIFT,No
HDFC2026294853,2024-02-14,07:10:00,CUST347283,Inward,UAE,AED,INR,147811.0,6595.76,22.41,2024-02-16,Completed,71,Yes,Compliance review,Online,No
HDFC2026266846,2024-02-14,16:38:00,CUST394804,Outward,Australia,INR,AUD,170667.0,3069.55,55.6,2024-02-15,Completed,71,No,None,SWIFT,No
HDFC2026745555,2024-02-14,04:41:00,CUST428139,Inward,USA,USD,INR,1179934.0,13955.46,84.55,2024-02-16,Completed,96,No,None,SWIFT,No
HDFC2026265092,2024-02-14,08:49:00,CUST518836,Inward,Singapore,SGD,INR,191123.0,3095.61,61.74,2024-02-15,Completed,99,No,None,NEFT,No
HDFC2026443199,2024-02-14,17:29:00,CUST108356,Inward,USA,USD,INR,396167.0,4784.63,82.8,2024-02-15,Completed,62,No,None,SWIFT,No
HDFC2026353163,2024-02-14,21:53:00,CUST137964,Inward,UAE,AED,INR,254899.0,11010.76,23.15,2024-02-16,Pending,39,No,None,SWIFT,No
HDFC2026673713,2024-02-14,15:06:00,CUST576900,Inward,UAE,AED,INR,72572.0,3143.01,23.09,2024-02-16,Completed,44,No,None,NEFT,No
HDFC2026551652,2024-02-14,01:14:00,CUST477909,Inward,UAE,AED,INR,62950.0,2773.13,22.7,2024-02-16,Completed,106,No,None,Branch,No
HDFC2026169933,2024-02-14,09:37:00,CUST525646,Inward,UAE,AED,INR,207001.0,9114.97,22.71,2024-02-16,Completed,87,No,None,SWIFT,No
HDFC2026338391,2024-02-15,15:46:00,CUST240598,Outward,UAE,INR,AED,483476.0,21307.89,22.69,2024-02-17,Completed,60,No,None,SWIFT,No
HDFC2026576919,2024-02-15,10:16:00,CUST438977,Inward,UK,GBP,INR,76783.0,723.41,106.14,2024-02-16,Completed,89,No,None,SWIFT,No
HDFC2026748478,2024-02-15,16:55:00,CUST870951,Inward,Singapore,SGD,INR,213198.0,3455.96,61.69,2024-02-16,Completed,92,No,None,Branch,No
HDFC2026308743,2024-02-15,21:37:00,CUST924004,Inward,USA,USD,INR,304978.0,3656.37,83.41,2024-02-16,Completed,42,No,None,SWIFT,No
HDFC2026782823,2024-02-15,02:14:00,CUST787705,Outward,UAE,INR,AED,175193.0,7700.79,22.75,2024-02-16,Completed,62,No,None,NEFT,No
HDFC2026155964,2024-02-15,00:11:00,CUST758804,Inward,USA,USD,INR,328023.0,4001.26,81.98,2024-02-17,Completed,92,No,None,SWIFT,No
HDFC2026727273,2024-02-15,13:43:00,CUST952444,Outward,Singapore,INR,SGD,123187.0,1967.84,62.6,2024-02-16,Completed,84,No,None,SWIFT,No
HDFC2026683966,2024-02-15,12:42:00,CUST596845,Inward,Thailand,THB,INR,124012.0,52996.58,2.34,2024-02-16,Completed,81,No,None,NEFT,No
HDFC2026727090,2024-02-15,01:00:00,CUST851977,Inward,Singapore,SGD,INR,391537.0,6378.9,61.38,2024-02-16,Completed,74,No,None,NEFT,No
HDFC2026940212,2024-02-15,17:16:00,CUST356230,Outward,Singapore,INR,SGD,173983.0,2772.2,62.76,2024-02-16,Completed,36,No,None,NEFT,No
HDFC2026840385,2024-02-15,15:42:00,CUST932313,Outward,USA,INR,USD,114319.0,1372.71,83.28,2024-02-17,Completed,114,No,None,Online,No
HDFC2026149372,2024-02-15,04:58:00,CUST669460,Inward,UAE,AED,INR,1268971.0,56853.54,22.32,2024-02-17,Completed,66,No,None,NEFT,No
HDFC2026816624,2024-02-15,14:48:00,CUST870046,Inward,UAE,AED,INR,597744.0,26554.6,22.51,2024-02-17,Pending,2,No,None,SWIFT,No
HDFC2026371215,2024-02-15,18:27:00,CUST217957,Inward,UAE,AED,INR,359263.0,16117.68,22.29,2024-02-16,Pending,36,No,None,Branch,No
HDFC2026146372,2024-02-15,00:24:00,CUST547949,Outward,UAE,INR,AED,143215.0,6306.25,22.71,2024-02-16,Completed,103,No,None,Branch,No
HDFC2026470533,2024-02-15,02:11:00,CUST845175,Outward,USA,INR,USD,369365.0,4466.86,82.69,2024-02-17,Completed,84,No,None,NEFT,No
HDFC2026906066,2024-02-15,20:36:00,CUST343500,Inward,Singapore,SGD,INR,428703.0,6853.76,62.55,2024-02-16,Completed,28,No,None,SWIFT,No
HDFC2026954956,2024-02-15,01:06:00,CUST268292,Inward,USA,USD,INR,149521.0,1805.16,82.83,2024-02-16,Completed,75,No,None,SWIFT,No
HDFC2026586525,2024-02-15,12:07:00,CUST797400,Inward,USA,USD,INR,205075.0,2439.34,84.07,2024-02-17,Completed,44,No,None,SWIFT,No
HDFC2026184076,2024-02-15,08:02:00,CUST113847,Inward,USA,USD,INR,435470.0,5129.21,84.9,2024-02-16,Completed,84,No,None,SWIFT,No
HDFC2026774043,2024-02-15,03:06:00,CUST803154,Outward,UAE,INR,AED,236520.0,10423.98,22.69,2024-02-16,Completed,49,No,None,SWIFT,No
HDFC2026407975,2024-02-15,01:32:00,CUST156050,Outward,USA,INR,USD,305439.0,3640.08,83.91,2024-02-16,Completed,32,Yes,KYC mismatch,NEFT,No
HDFC2026665993,2024-02-15,00:07:00,CUST103207,Inward,Malaysia,MYR,INR,362271.0,21001.22,17.25,2024-02-16,Completed,24,No,None,NEFT,No
HDFC2026205639,2024-02-15,10:45:00,CUST623747,Inward,USA,USD,INR,196036.0,2377.35,82.46,2024-02-16,Pending,30,No,None,SWIFT,No
HDFC2026298656,2024-02-15,09:56:00,CUST449216,Outward,UAE,INR,AED,143477.0,6211.13,23.1,2024-02-16,Completed,120,No,None,NEFT,No
HDFC2026415242,2024-02-15,12:44:00,CUST228950,Outward,UK,INR,GBP,187373.0,1768.5,105.95,2024-02-16,Completed,59,No,None,SWIFT,No
HDFC2026953167,2024-02-15,16:11:00,CUST671833,Outward,UAE,INR,AED,192733.0,8339.81,23.11,2024-02-16,Completed,65,No,None,Branch,No
HDFC2026999804,2024-02-16,21:41:00,CUST223306,Inward,UAE,AED,INR,205534.0,8897.58,23.1,2024-02-18,Completed,85,No,None,Branch,No
HDFC2026840364,2024-02-16,21:47:00,CUST244671,Inward,Singapore,SGD,INR,50000.0,810.11,61.72,2024-02-17,Completed,47,No,None,SWIFT,No
HDFC2026294589,2024-02-16,22:05:00,CUST104027,Inward,UAE,AED,INR,110093.0,4813.86,22.87,2024-02-17,Pending,14,No,None,SWIFT,No
HDFC2026138763,2024-02-16,14:57:00,CUST476341,Inward,USA,USD,INR,198783.0,2390.94,83.14,2024-02-17,Failed,24,No,None,NEFT,No
HDFC2026300814,2024-02-16,19:40:00,CUST417905,Outward,UAE,INR,AED,50000.0,2227.17,22.45,2024-02-17,Completed,87,No,None,NEFT,No
HDFC2026256389,2024-02-16,16:04:00,CUST858711,Outward,Singapore,INR,SGD,352303.0,5592.11,63.0,2024-02-18,Completed,106,No,None,SWIFT,No
HDFC2026170646,2024-02-16,01:59:00,CUST968931,Inward,USA,USD,INR,143702.0,1756.1,81.83,2024-02-17,Completed,110,No,None,SWIFT,No
HDFC2026586172,2024-02-16,14:47:00,CUST106370,Inward,Singapore,SGD,INR,306092.0,4874.08,62.8,2024-02-17,Completed,63,No,None,SWIFT,No
HDFC2026762373,2024-02-16,13:51:00,CUST351178,Inward,UAE,AED,INR,125689.0,5503.02,22.84,2024-02-17,Completed,52,No,None,NEFT,No
HDFC2026943442,2024-02-16,04:30:00,CUST729402,Inward,UK,GBP,INR,343992.0,3334.23,103.17,2024-02-17,Completed,52,No,None,Branch,No
HDFC2026268187,2024-02-16,18:47:00,CUST743964,Outward,Malaysia,INR,MYR,410235.0,23658.3,17.34,2024-02-17,Completed,86,No,None,SWIFT,No
HDFC2026958819,2024-02-16,23:02:00,CUST744728,Inward,USA,USD,INR,76706.0,930.67,82.42,2024-02-17,Completed,94,No,None,SWIFT,No
HDFC2026287143,2024-02-16,10:10:00,CUST696367,Outward,Singapore,INR,SGD,181376.0,2977.77,60.91,2024-02-18,Completed,87,No,None,NEFT,No
HDFC2026282851,2024-02-16,12:46:00,CUST392056,Inward,USA,USD,INR,636023.0,7532.25,84.44,2024-02-17,Completed,101,Yes,Invalid beneficiary details,NEFT,No
HDFC2026305829,2024-02-16,11:10:00,CUST222823,Inward,UAE,AED,INR,381424.0,16605.31,22.97,2024-02-18,Completed,120,No,None,SWIFT,No
HDFC2026130211,2024-02-16,11:02:00,CUST262220,Outward,USA,INR,USD,190011.0,2241.75,84.76,2024-02-18,Completed,66,No,None,NEFT,No
HDFC2026610159,2024-02-17,23:46:00,CUST870631,Inward,Singapore,SGD,INR,158207.0,2517.62,62.84,2024-02-18,Completed,52,No,None,SWIFT,No
HDFC2026850007,2024-02-17,21:02:00,CUST146695,Inward,USA,USD,INR,237511.0,2844.44,83.5,2024-02-19,Completed,62,No,None,SWIFT,No
HDFC2026222400,2024-02-17,20:45:00,CUST503017,Inward,UAE,AED,INR,70501.0,3094.86,22.78,2024-02-18,Completed,34,No,None,Branch,No
HDFC2026325445,2024-02-17,17:58:00,CUST442211,Inward,Singapore,SGD,INR,163270.0,2655.66,61.48,2024-02-18,Completed,49,No,None,Online,No
HDFC2026823042,2024-02-17,16:05:00,CUST299213,Inward,Singapore,SGD,INR,268652.0,4397.64,61.09,2024-02-18,Completed,43,No,None,SWIFT,No
HDFC2026774261,2024-02-17,13:18:00,CUST982442,Outward,Australia,INR,AUD,258314.0,4661.87,55.41,2024-02-19,Completed,73,No,None,SWIFT,No
HDFC2026294121,2024-02-17,03:49:00,CUST878207,Outward,UAE,INR,AED,1169130.0,50589.79,23.11,2024-02-18,Pending,21,No,None,SWIFT,No
HDFC2026654415,2024-02-17,05:46:00,CUST607985,Outward,USA,INR,USD,645757.0,7850.19,82.26,2024-02-19,Pending,32,No,None,Online,No
HDFC2026511632,2024-02-17,01:44:00,CUST897135,Inward,UAE,AED,INR,89050.0,3873.42,22.99,2024-02-18,Completed,98,No,None,SWIFT,No
HDFC2026840488,2024-02-17,13:02:00,CUST847699,Outward,USA,INR,USD,272999.0,3209.49,85.06,2024-02-18,Pending,12,No,None,Branch,No
HDFC2026476288,2024-02-17,09:06:00,CUST233353,Inward,UAE,AED,INR,239074.0,10444.47,22.89,2024-02-18,Pending,1,No,None,Online,No
HDFC2026643459,2024-02-17,21:44:00,CUST676366,Inward,UK,GBP,INR,635364.0,5973.71,106.36,2024-02-18,Completed,62,No,None,NEFT,No
HDFC2026893349,2024-02-17,05:14:00,CUST310642,Inward,UAE,AED,INR,93504.0,4128.21,22.65,2024-02-18,Completed,113,No,None,SWIFT,No
HDFC2026716813,2024-02-17,08:09:00,CUST263903,Outward,Canada,INR,CAD,179339.0,2884.65,62.17,2024-02-18,Completed,114,Yes,Document discrepancies,SWIFT,No
HDFC2026145637,2024-02-17,13:03:00,CUST701363,Outward,USA,INR,USD,199825.0,2382.27,83.88,2024-02-19,Completed,52,No,None,SWIFT,No
HDFC2026986682,2024-02-17,20:51:00,CUST283033,Inward,UAE,AED,INR,110745.0,4817.09,22.99,2024-02-18,Completed,117,No,None,SWIFT,No
HDFC2026386176,2024-02-17,01:46:00,CUST887804,Inward,UAE,AED,INR,328541.0,14498.72,22.66,2024-02-18,Completed,38,No,None,SWIFT,No
HDFC2026162062,2024-02-17,16:27:00,CUST905100,Outward,USA,INR,USD,201254.0,2435.02,82.65,2024-02-19,Completed,55,No,None,SWIFT,No
HDFC2026692767,2024-02-17,17:49:00,CUST217791,Inward,UAE,AED,INR,381817.0,16622.42,22.97,2024-02-19,Completed,35,No,None,SWIFT,No
HDFC2026120891,2024-02-17,17:17:00,CUST368957,Outward,Australia,INR,AUD,140392.0,2557.7,54.89,2024-02-18,Completed,72,No,None,Branch,No
HDFC2026801655,2024-02-17,11:29:00,CUST591246,Outward,Singapore,INR,SGD,50000.0,793.78,62.99,2024-02-18,Completed,83,No,None,SWIFT,No
HDFC2026764406,2024-02-17,12:32:00,CUST886224,Inward,UK,GBP,INR,57604.0,539.21,106.83,2024-02-19,Completed,71,No,None,SWIFT,No
HDFC2026754382,2024-02-17,01:24:00,CUST874159,Inward,USA,USD,INR,653934.0,7962.18,82.13,2024-02-19,Completed,55,No,None,NEFT,No
HDFC2026155717,2024-02-17,10:17:00,CUST331600,Outward,Singapore,INR,SGD,147450.0,2332.7,63.21,2024-02-19,Completed,119,No,None,SWIFT,No
HDFC2026336800,2024-02-17,08:49:00,CUST410624,Outward,USA,INR,USD,961928.0,11588.1,83.01,2024-02-18,Completed,55,No,None,NEFT,No
HDFC2026288189,2024-02-18,18:08:00,CUST369605,Outward,UK,INR,GBP,443304.0,4257.63,104.12,2024-02-19,Completed,119,No,None,SWIFT,No
HDFC2026901215,2024-02-18,20:28:00,CUST707056,Inward,USA,USD,INR,610213.0,7172.23,85.08,2024-02-19,Completed,28,No,None,NEFT,No
HDFC2026362202,2024-02-18,13:50:00,CUST131283,Outward,USA,INR,USD,153616.0,1859.08,82.63,2024-02-20,Pending,6,No,None,NEFT,No
HDFC2026278342,2024-02-18,11:13:00,CUST152302,Outward,Thailand,INR,THB,89025.0,38208.15,2.33,2024-02-20,Completed,60,No,None,SWIFT,No
HDFC2026872841,2024-02-18,09:14:00,CUST577742,Inward,USA,USD,INR,564905.0,6656.91,84.86,2024-02-20,Completed,57,No,None,Branch,No
HDFC2026343765,2024-02-18,22:51:00,CUST603409,Inward,USA,USD,INR,112693.0,1353.51,83.26,2024-02-20,Completed,108,No,None,NEFT,No
HDFC2026835414,2024-02-18,17:42:00,CUST882971,Inward,UK,GBP,INR,90234.0,866.63,104.12,2024-02-20,Completed,40,No,None,Branch,No
HDFC2026591574,2024-02-18,10:16:00,CUST660780,Outward,Thailand,INR,THB,97348.0,42510.04,2.29,2024-02-19,Completed,92,No,None,NEFT,No
HDFC2026424031,2024-02-18,12:34:00,CUST444770,Outward,UAE,INR,AED,125886.0,5572.64,22.59,2024-02-20,Failed,7,No,None,SWIFT,No
HDFC2026969364,2024-02-18,05:38:00,CUST583391,Outward,Thailand,INR,THB,50000.0,21834.06,2.29,2024-02-19,Completed,69,No,None,SWIFT,No
HDFC2026641887,2024-02-18,17:39:00,CUST660502,Outward,USA,INR,USD,240586.0,2825.44,85.15,2024-02-20,Completed,25,No,None,NEFT,No
HDFC2026631636,2024-02-18,10:49:00,CUST395340,Inward,UK,GBP,INR,73817.0,691.56,106.74,2024-02-20,Failed,23,No,None,SWIFT,No
HDFC2026339849,2024-02-18,01:45:00,CUST823175,Inward,USA,USD,INR,133619.0,1605.8,83.21,2024-02-19,Completed,72,No,None,NEFT,No
HDFC2026866392,2024-02-18,05:46:00,CUST987037,Inward,USA,USD,INR,686904.0,8225.41,83.51,2024-02-19,Completed,44,No,None,SWIFT,No
HDFC2026143247,2024-02-18,03:49:00,CUST388139,Outward,Malaysia,INR,MYR,913168.0,53183.93,17.17,2024-02-19,Completed,73,No,None,SWIFT,No
HDFC2026389970,2024-02-18,06:31:00,CUST252324,Outward,USA,INR,USD,281501.0,3363.21,83.7,2024-02-19,Completed,37,No,None,NEFT,No
HDFC2026592464,2024-02-18,19:53:00,CUST921772,Outward,Australia,INR,AUD,109567.0,1997.94,54.84,2024-02-20,Pending,8,No,None,SWIFT,No
HDFC2026785832,2024-02-18,06:32:00,CUST257171,Outward,USA,INR,USD,830191.0,10075.13,82.4,2024-02-19,Completed,77,No,None,Branch,No
HDFC2026574993,2024-02-18,12:35:00,CUST711328,Inward,UAE,AED,INR,141254.0,6214.43,22.73,2024-02-20,Completed,105,No,None,SWIFT,No
HDFC2026699530,2024-02-18,13:20:00,CUST274472,Inward,USA,USD,INR,422556.0,4981.8,84.82,2024-02-19,Completed,80,No,None,Branch,No
HDFC2026327534,2024-02-18,00:25:00,CUST595230,Inward,UAE,AED,INR,136689.0,6061.6,22.55,2024-02-19,Completed,26,No,None,SWIFT,No
HDFC2026787134,2024-02-18,14:03:00,CUST870545,Inward,USA,USD,INR,458544.0,5515.99,83.13,2024-02-20,Completed,83,No,None,NEFT,No
HDFC2026951216,2024-02-18,14:00:00,CUST279322,Outward,UK,INR,GBP,176619.0,1687.71,104.65,2024-02-20,Completed,85,No,None,SWIFT,No
HDFC2026635780,2024-02-18,12:48:00,CUST255561,Outward,USA,INR,USD,360920.0,4396.1,82.1,2024-02-20,Completed,86,No,None,Branch,No
HDFC2026928530,2024-02-18,14:27:00,CUST421308,Inward,UAE,AED,INR,284287.0,12312.13,23.09,2024-02-20,Completed,85,No,None,SWIFT,No
HDFC2026545567,2024-02-18,16:12:00,CUST154282,Outward,USA,INR,USD,290561.0,3437.78,84.52,2024-02-19,Completed,88,No,None,NEFT,No
HDFC2026471038,2024-02-18,02:22:00,CUST130536,Inward,Malaysia,MYR,INR,100864.0,5796.78,17.4,2024-02-19,Pending,36,No,None,SWIFT,No
HDFC2026698895,2024-02-18,14:41:00,CUST827931,Outward,USA,INR,USD,503991.0,5922.34,85.1,2024-02-19,Completed,27,No,None,SWIFT,No
HDFC2026508253,2024-02-18,14:32:00,CUST526977,Outward,USA,INR,USD,184353.0,2188.43,84.24,2024-02-19,On-hold,57,No,None,SWIFT,No
HDFC2026468054,2024-02-18,15:08:00,CUST781176,Inward,USA,USD,INR,437120.0,5260.17,83.1,2024-02-20,Completed,88,No,None,NEFT,No
HDFC2026492082,2024-02-18,07:13:00,CUST453694,Inward,UAE,AED,INR,100183.0,4401.71,22.76,2024-02-20,Completed,100,No,None,Branch,No
HDFC2026396968,2024-02-18,14:05:00,CUST118545,Inward,UK,GBP,INR,669197.0,6282.36,106.52,2024-02-19,Pending,32,No,None,NEFT,No
HDFC2026520732,2024-02-18,12:41:00,CUST267237,Outward,Singapore,INR,SGD,578381.0,9264.47,62.43,2024-02-20,Completed,89,No,None,Branch,No
HDFC2026910555,2024-02-19,07:19:00,CUST617255,Inward,Thailand,THB,INR,283999.0,122943.29,2.31,2024-02-21,Completed,91,No,None,SWIFT,No
HDFC2026429500,2024-02-19,17:17:00,CUST993990,Inward,UK,GBP,INR,317414.0,3009.23,105.48,2024-02-21,Completed,26,No,None,NEFT,No
HDFC2026819559,2024-02-19,12:31:00,CUST794352,Inward,UAE,AED,INR,250307.0,10997.67,22.76,2024-02-20,Failed,24,No,None,SWIFT,No
HDFC2026802935,2024-02-19,04:43:00,CUST726390,Outward,UAE,INR,AED,93190.0,4141.78,22.5,2024-02-20,Completed,120,No,None,SWIFT,No
HDFC2026666621,2024-02-19,03:53:00,CUST958452,Inward,Canada,CAD,INR,90847.0,1494.19,60.8,2024-02-20,Failed,21,No,None,Branch,No
HDFC2026764376,2024-02-19,08:46:00,CUST616633,Outward,UAE,INR,AED,371810.0,16386.51,22.69,2024-02-21,Completed,112,No,None,SWIFT,No
HDFC2026584955,2024-02-19,21:56:00,CUST585603,Inward,UAE,AED,INR,154151.0,6909.5,22.31,2024-02-20,Completed,99,No,None,SWIFT,No
HDFC2026127421,2024-02-19,22:24:00,CUST181376,Inward,Australia,AUD,INR,1397574.0,25728.53,54.32,2024-02-21,Completed,109,No,None,SWIFT,No
HDFC2026336188,2024-02-19,01:01:00,CUST965696,Inward,Australia,AUD,INR,70263.0,1272.42,55.22,2024-02-20,Completed,47,No,None,NEFT,No
HDFC2026535453,2024-02-19,11:55:00,CUST335513,Outward,USA,INR,USD,94026.0,1126.06,83.5,2024-02-20,Completed,36,No,None,SWIFT,No
HDFC2026297711,2024-02-19,00:20:00,CUST762499,Inward,USA,USD,INR,179384.0,2122.13,84.53,2024-02-20,Completed,58,No,None,NEFT,No
HDFC2026711988,2024-02-19,19:19:00,CUST611195,Inward,Singapore,SGD,INR,144559.0,2335.36,61.9,2024-02-20,Completed,96,No,None,Branch,No
